City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,montevideo,-34.8335,-56.1674,15.84,77,0,1.03,UY,1667875786
369,kabompo,-13.5927,24.2008,17.7,96,100,1.42,ZM,1667875810
370,nabire,-3.3667,135.4833,30.55,66,85,2.5,ID,1667875811
371,ponta delgada,37.7333,-25.6667,15.4,82,20,3.09,PT,1667875589
372,sergeyevka,53.88,67.4158,-2.78,96,100,1.74,KZ,1667875811
373,katsuura,35.1333,140.3,18.71,61,0,4.39,JP,1667875812
374,katobu,-4.9408,122.5276,32.36,54,99,0.18,ID,1667875703
375,port hedland,-20.3167,118.5667,28.03,39,0,10.29,AU,1667875812
376,xai-xai,-25.0519,33.6442,21.77,96,100,2.79,MZ,1667875523
377,road town,18.4167,-64.6167,28.05,94,40,4.12,VG,1667875813
378,khanpur,28.6453,70.6567,21.24,49,69,5.2,PK,1667875814
379,antalaha,-14.9003,50.2788,20.69,80,62,2.51,MG,1667875814
380,quatre cocos,-20.2078,57.7625,23.06,74,75,5.11,MU,1667875546
381,smithers,54.7804,-127.1743,-11.82,61,75,2.57,CA,1667875815
382,mayo,38.8876,-76.5119,18.86,61,0,2.57,US,1667875815
383,springbok,-29.6643,17.8865,13.92,66,41,1.34,ZA,1667875525
384,los llanos de aridane,28.6585,-17.9182,17.86,43,0,4.63,ES,1667875816
385,narsaq,60.9167,-46.05,-0.88,74,100,3.27,GL,1667875777
386,kavaratti,10.5669,72.642,27.47,73,1,2.45,IN,1667875817
387,lagos,6.5833,3.75,26.18,93,60,0.37,NG,1667875483
388,palm coast,29.585,-81.2078,24.44,89,12,5.81,US,1667875526
389,dingle,10.9995,122.6711,29.84,75,97,3.9,PH,1667875817
390,yuancheng,36.652,107.7896,7.91,70,100,3.14,CN,1667875818
391,puerto escondido,15.85,-97.0667,26.8,83,34,1.8,MX,1667875578
392,mogocha,53.7333,119.7667,-3.89,75,100,2.0,RU,1667875818
393,mikhaylovka,50.06,43.2379,-0.26,82,70,2.31,RU,1667875819
394,terenos,-20.4422,-54.8603,21.84,40,0,3.6,BR,1667875819
395,tilichiki,60.4667,166.1,-7.7,89,100,3.02,RU,1667875820
396,arauca,7.0847,-70.7591,25.98,94,40,0.51,CO,1667875820
397,sumkino,58.1108,68.3244,-2.46,83,100,3.23,RU,1667875530
398,sikasso,10.9167,-7.0,22.11,32,11,1.74,ML,1667875821
399,fortuna,40.5982,-124.1573,7.19,94,98,1.79,US,1667875821
400,volsk,52.0333,47.3833,-0.84,87,84,2.64,RU,1667875821
401,yeniseysk,58.4497,92.1703,-5.55,91,99,1.85,RU,1667875822
402,pangnirtung,66.1451,-65.7125,-14.64,61,64,2.72,CA,1667875822
403,sept-iles,50.2001,-66.3821,5.24,77,75,8.23,CA,1667875741
404,sadovoye,47.7764,44.5089,1.06,81,100,2.54,RU,1667875823
405,itupiranga,-5.1347,-49.3267,26.18,90,100,0.38,BR,1667875823
406,tuatapere,-46.1333,167.6833,19.07,52,68,2.86,NZ,1667875824
407,cayenne,4.9333,-52.3333,24.02,94,0,0.51,GF,1667875824
408,vanimo,-2.6741,141.3028,28.11,80,100,0.75,PG,1667875825
409,dzhankoy,45.7167,34.4,5.84,84,43,3.44,UA,1667875825
410,cap malheureux,-19.9842,57.6142,22.48,77,58,1.34,MU,1667875826
411,cockburn town,21.4612,-71.1419,26.88,72,22,2.58,TC,1667875624
412,carauari,-4.8828,-66.8958,24.02,78,42,1.41,BR,1667875536
413,port lincoln,-34.7333,135.8667,26.75,43,100,6.08,AU,1667875826
414,maceio,-9.6658,-35.7353,23.69,94,75,1.03,BR,1667875805
415,hailey,43.5196,-114.3153,-1.78,72,98,1.34,US,1667875827
416,muros,42.7762,-9.0603,16.16,83,100,7.13,ES,1667875827
417,liseleje,56.0053,11.9483,12.31,93,99,1.34,DK,1667875828
418,ahipara,-35.1667,173.1667,16.83,86,96,6.51,NZ,1667875828
419,codrington,-38.2667,141.9667,24.56,59,6,4.64,AU,1667875594
420,srednekolymsk,67.45,153.6833,-16.85,97,100,4.63,RU,1667875829
421,hecun,36.5333,114.1111,15.37,31,19,2.42,CN,1667875829
422,zhangjiakou,40.81,114.8794,7.2,21,3,0.87,CN,1667875829
423,moron,-34.6534,-58.6198,21.86,59,0,4.37,AR,1667875633
424,kholtoson,50.2981,103.3097,-0.29,57,89,1.1,RU,1667875830
425,nichinan,31.6,131.3667,20.82,54,3,2.24,JP,1667875830
426,puerto del rosario,28.5004,-13.8627,21.86,83,100,5.14,ES,1667875831
427,tarakan,3.3,117.6333,27.72,89,75,3.6,ID,1667875831
428,boende,-0.2167,20.8667,21.18,98,100,0.23,CD,1667875831
429,ballina,-28.8667,153.5667,19.45,95,96,2.63,AU,1667875713
430,straumen,63.8709,11.2999,3.0,86,100,1.12,NO,1667875832
431,silifke,36.3778,33.9344,16.0,84,45,6.37,TR,1667875541
432,antofagasta,-23.65,-70.4,15.6,79,24,1.29,CL,1667875649
433,bay city,43.5945,-83.8889,6.1,67,0,4.12,US,1667875833
434,cody,44.5263,-109.0565,6.67,67,100,5.14,US,1667875816
435,birao,10.2849,22.7882,25.07,28,93,1.08,CF,1667875833
436,ibra,22.6906,58.5334,22.2,67,40,1.04,OM,1667875833
437,bukachacha,52.9833,116.9167,-3.04,75,100,2.1,RU,1667875834
438,sakakah,29.9697,40.2064,16.76,50,49,4.67,SA,1667875834
439,castrillon,43.3979,-6.7922,15.31,70,100,4.8,ES,1667875835
440,batie,9.8833,-2.9167,21.46,28,37,1.25,BF,1667875544
441,bar harbor,44.3876,-68.2039,12.28,45,20,6.26,US,1667875835
442,cabo san lucas,22.8909,-109.9124,23.61,73,0,2.24,MX,1667875836
443,salinopolis,-0.6136,-47.3561,25.65,87,99,3.98,BR,1667875836
444,baraya,3.1533,-75.0531,25.89,80,71,2.02,CO,1667875545
445,palu,-0.8917,119.8707,31.18,64,98,1.67,ID,1667875837
446,swan hill,-35.3378,143.5544,26.18,41,18,3.2,AU,1667875546
447,maun,-19.9833,23.4167,20.22,85,93,1.0,BW,1667875837
448,innisfail,-17.5333,146.0333,28.22,58,78,4.54,AU,1667875546
449,gboko,7.3179,8.9951,23.75,44,83,0.99,NG,1667875838
450,hamilton,39.1834,-84.5333,13.47,37,100,5.14,US,1667875586
451,marquette,46.5333,-87.6335,2.96,73,62,2.48,US,1667875745
452,rawson,-43.3002,-65.1023,16.44,69,100,3.61,AR,1667875838
453,port macquarie,-31.4333,152.9167,20.44,58,59,4.83,AU,1667875548
454,lakatoro,-16.0999,167.4164,28.4,75,28,6.49,VU,1667875839
455,vondrozo,-22.8167,47.2833,18.62,92,96,1.24,MG,1667875839
456,aitape,-3.1374,142.3475,28.58,67,100,0.94,PG,1667875839
457,sungaipenuh,-2.0833,101.3833,23.15,74,100,1.06,ID,1667875840
458,riyadh,24.6877,46.7219,18.08,55,0,2.4,SA,1667875802
459,deniliquin,-35.5333,144.9667,25.06,46,1,3.05,AU,1667875840
460,pangody,65.85,74.4859,-6.18,96,100,3.84,RU,1667875551
461,iracoubo,5.4802,-53.2011,24.81,89,100,2.65,GF,1667875841
462,oytal,42.9057,73.2697,4.6,95,100,1.28,KZ,1667875551
463,dalbandin,28.8947,64.4101,19.11,39,30,1.39,PK,1667875842
464,imperial beach,32.5839,-117.1131,18.28,87,75,2.57,US,1667875842
465,kaohsiung,22.6163,120.3133,28.97,72,40,4.63,TW,1667875842
466,marystown,47.1666,-55.1483,12.85,93,100,12.67,CA,1667875843
467,hegra,63.4644,11.114,2.95,93,75,1.54,NO,1667875843
468,sokolo,14.7328,-6.1219,24.8,18,85,4.13,ML,1667875843
469,arman,59.7,150.1667,-4.99,91,98,5.75,RU,1667875844
470,santa paula,34.3542,-119.0593,14.62,88,20,4.12,US,1667875844
471,zhezkazgan,47.8043,67.7144,-4.01,80,100,7.0,KZ,1667875844
472,te anau,-45.4167,167.7167,18.2,52,42,3.26,NZ,1667875808
473,marsh harbour,26.5412,-77.0636,26.05,71,0,12.86,BS,1667875689
474,preobrazheniye,42.9019,133.9064,7.85,42,0,2.88,RU,1667875555
475,bayir,37.2687,28.2167,7.29,82,0,1.96,TR,1667875845
476,churapcha,62.0025,132.4325,-19.72,88,100,0.44,RU,1667875846
477,gat,31.61,34.7642,18.77,100,14,4.77,IL,1667875846
478,zvishavane,-20.3267,30.0665,19.59,91,100,1.93,ZW,1667875846
479,tutoia,-2.7619,-42.2744,25.95,82,71,5.42,BR,1667875758
480,gravdal,68.1214,13.5031,5.46,73,11,7.36,NO,1667875557
481,pansemal,21.65,74.7,26.6,35,81,1.31,IN,1667875847
482,marathon,44.9,-89.7668,2.86,68,0,3.09,US,1667875558
483,sheopur,25.6667,76.7,24.3,48,96,1.72,IN,1667875848
484,huangpu,25.4433,113.1747,24.96,59,35,1.08,CN,1667875848
485,bedford,52.1346,-0.4663,14.84,76,100,11.57,GB,1667875559
486,callaway,30.153,-85.5699,22.22,84,0,0.0,US,1667875849
487,hervey bay,-25.2986,152.8535,22.82,54,27,7.76,AU,1667875849
488,anadyr,64.75,177.4833,-2.72,92,75,8.0,RU,1667875849
489,itanhem,-17.1664,-40.33,18.16,87,91,1.96,BR,1667875850
490,san policarpo,12.1791,125.5072,28.67,79,100,2.59,PH,1667875850
491,itarema,-2.9248,-39.9167,26.01,71,19,5.84,BR,1667875831
492,lubango,-14.9172,13.4925,15.0,56,2,0.96,AO,1667875561
493,pudozh,61.8099,36.5345,2.29,90,100,3.92,RU,1667875851
494,kabare,-2.4683,28.8242,15.94,93,100,0.89,CD,1667875851
495,cobija,-11.0267,-68.7692,24.48,45,6,0.81,BO,1667875852
496,sri aman,1.2376,111.4621,28.03,83,20,0.51,MY,1667875852
497,samarai,-10.6167,150.6667,29.01,69,27,3.99,PG,1667875852
498,muisne,0.6,-80.0333,23.45,76,85,2.47,EC,1667875853
499,vestmanna,62.1564,-7.1664,8.51,81,100,13.89,FO,1667875853
500,paciran,-6.8767,112.3761,29.62,64,86,1.04,ID,1667875853
501,komsomolskiy,40.4272,71.7189,8.4,87,40,3.09,UZ,1667875651
502,petropavlovsk-kamchatskiy,53.0452,158.6483,1.33,64,75,2.0,RU,1667875854
503,doha,25.2867,51.5333,28.94,76,20,3.6,QA,1667875687
504,faanui,-16.4833,-151.75,26.04,73,17,2.66,PF,1667875854
505,honiara,-9.4333,159.95,29.53,74,40,3.34,SB,1667875855
506,popondetta,-8.7537,148.2534,34.18,44,38,3.57,PG,1667875855
507,valmontone,41.7788,12.9175,13.03,72,1,0.89,IT,1667875565
508,ambilobe,-13.2,49.05,22.88,69,100,1.82,MG,1667875856
509,mackay,-21.15,149.2,28.71,59,1,6.69,AU,1667875856
510,teguldet,57.3064,88.1667,-5.32,94,87,1.54,RU,1667875566
511,chernyshkovskiy,48.4219,42.2308,0.37,88,52,2.83,RU,1667875857
512,mildura,-34.2,142.15,30.04,41,2,4.45,AU,1667875857
513,alice springs,-23.7,133.8833,35.75,15,62,5.14,AU,1667875858
514,waingapu,-9.6567,120.2641,30.87,62,86,3.98,ID,1667875858
515,svetlaya,46.5389,138.3297,6.78,43,5,2.62,RU,1667875858
516,spokane,47.6166,-117.3677,-2.77,83,100,8.23,US,1667875349
517,taywarah,33.35,64.4167,1.41,71,87,1.68,AF,1667875859
518,kayerkan,69.3497,87.7602,-23.24,100,96,1.87,RU,1667875859
519,kamenka,51.3223,42.7678,-0.06,84,74,2.63,RU,1667875859
520,vardo,70.3705,31.1107,2.99,81,100,2.06,NO,1667875860
521,mwandiga,-4.83,29.6581,19.66,88,20,0.0,TZ,1667875860
522,ancud,-41.8697,-73.8203,12.04,94,99,1.36,CL,1667875861
523,campestre,-21.7111,-46.2464,13.97,87,61,1.91,BR,1667875570
524,lukow,51.929,22.3796,8.29,93,57,3.53,PL,1667875571
525,kabanga,-2.6386,30.4678,13.94,94,100,0.76,TZ,1667875571
526,booue,-0.0921,11.9385,21.84,99,100,0.58,GA,1667875862
527,bara,10.3744,10.7288,21.83,28,17,2.75,NG,1667875572
528,constitucion,-35.3333,-72.4167,12.91,77,99,3.72,CL,1667875689
529,havelock,34.8791,-76.9013,21.99,89,40,2.57,US,1667875573
530,kathmandu,27.7167,85.3167,15.12,88,75,1.54,NP,1667875499
531,rocha,-34.4833,-54.3333,11.54,95,0,2.26,UY,1667875862
532,varnavino,57.4035,45.0916,0.54,95,100,3.43,RU,1667875863
533,dikson,73.5069,80.5464,-14.32,95,98,3.36,RU,1667875595
534,wanning,18.8003,110.3967,23.23,93,100,4.88,CN,1667875574
535,camana,-16.6228,-72.7111,17.78,79,0,3.18,PE,1667875864
536,gilgit,35.9221,74.3087,7.42,75,91,1.36,PK,1667875864
537,jennings,38.7192,-90.2604,11.65,46,0,3.09,US,1667875864
538,vestmannaeyjar,63.4427,-20.2734,7.01,86,100,8.94,IS,1667875865
539,matay,28.419,30.7792,17.24,54,0,2.57,EG,1667875575
540,ikwiriri,-7.9562,38.9716,22.3,96,54,0.67,TZ,1667875865
541,ostrov,57.3439,28.3537,6.85,91,100,5.16,RU,1667875866
542,auki,-8.7676,160.7034,28.76,73,17,2.96,SB,1667875866
543,andijon,40.7821,72.3442,8.88,81,75,1.03,UZ,1667875867
544,mitsamiouli,-11.3847,43.2844,25.19,82,17,4.78,KM,1667875577
545,bafia,4.75,11.2333,20.18,90,100,0.71,CM,1667875867
546,shieli,44.1667,66.75,4.95,82,99,4.21,KZ,1667875868
547,hwange,-18.3693,26.5019,22.53,72,100,0.92,ZW,1667875868
548,save,8.0425,2.486,23.39,55,91,0.72,BJ,1667875868
549,dzerzhinsk,56.2389,43.4631,0.9,100,100,4.0,RU,1667875869
550,phalombe,-15.8064,35.6507,21.75,71,74,1.21,MW,1667875869
551,ust-uda,54.1742,103.0304,-3.07,70,100,3.5,RU,1667875869
552,kimbe,-5.5502,150.1429,31.24,62,97,3.19,PG,1667875870
553,bila tserkva,49.8094,30.1121,5.54,67,87,3.5,UA,1667875870
554,kysyl-syr,63.8986,122.7617,-23.54,94,23,2.0,RU,1667875871
555,santa,17.486,120.4348,28.9,59,2,0.85,PH,1667875871
556,sar-e pul,35.8333,66.1667,3.42,93,100,2.07,AF,1667875871
557,makokou,0.5738,12.8642,20.26,99,99,0.45,GA,1667875872
558,neiafu,-18.65,-173.9833,28.38,69,20,4.12,TO,1667875872
559,byron bay,-28.65,153.6167,19.41,81,94,2.6,AU,1667875872
560,conakry,9.538,-13.6773,27.71,78,99,2.42,GN,1667875873
561,mongo,12.1844,18.693,25.98,25,96,2.64,TD,1667875582
562,khani,41.9563,42.9566,6.76,68,100,2.76,GE,1667875874
563,bulungu,-4.55,18.6,20.63,97,100,0.41,CD,1667875874
564,coshocton,40.272,-81.8596,10.19,54,98,0.45,US,1667875725
565,progreso,21.2833,-89.6667,25.21,85,0,5.37,MX,1667875584
566,grindavik,63.8424,-22.4338,6.97,87,100,5.66,IS,1667875875
567,fairbanks,64.8378,-147.7164,-7.1,76,40,0.0,US,1667875853
568,augusta,48.3667,10.8833,5.84,93,57,1.54,DE,1667875876
569,roebourne,-20.7833,117.1333,27.66,28,0,5.48,AU,1667875876
570,galle,6.0367,80.217,25.79,81,99,1.13,LK,1667875876
571,teguise,29.0605,-13.564,16.12,88,3,3.09,ES,1667875586
572,desna,50.9273,30.7605,6.0,70,99,4.37,UA,1667875877
573,amboasary,-25.0333,46.3833,23.06,76,63,0.97,MG,1667875586
574,takoradi,4.8845,-1.7554,25.64,85,100,1.9,GH,1667875878
575,vredefort,-27.0081,27.3646,13.81,92,100,5.06,ZA,1667875587
576,north bend,43.4065,-124.2243,6.2,94,75,6.17,US,1667875878
577,nelson bay,-32.7167,152.15,22.84,64,47,6.26,AU,1667875878
578,newport,51.5877,-2.9984,11.46,90,100,9.34,GB,1667875850
579,cascas,-7.4833,-78.8167,19.85,63,32,0.85,PE,1667875879
580,afyonkarahisar,38.75,30.6667,5.17,94,7,2.09,TR,1667875589
581,reinosa,42.9996,-4.138,14.7,83,100,9.15,ES,1667875589
582,viedma,-40.8135,-62.9967,23.41,29,45,9.1,AR,1667875880
583,gherghesti,46.5,27.5167,5.58,91,100,2.08,RO,1667875590
584,eureka,40.8021,-124.1637,7.34,90,100,4.02,US,1667875685
585,haftoni,38.7632,48.7622,8.84,100,100,4.63,AZ,1667875590
586,kemijarvi,66.7131,27.4306,-4.45,97,59,0.55,FI,1667875881
587,union,40.6334,-74.2663,18.3,27,0,5.66,US,1667875881
588,susangerd,31.5608,48.1831,18.4,22,72,1.84,IR,1667875881
589,ortakoy,38.7373,34.0387,2.14,88,60,1.63,TR,1667875592
590,palasbari,26.1361,91.5486,24.03,94,20,0.0,IN,1667875882
591,sulangan,11.1373,123.7228,28.64,76,81,3.36,PH,1667875593
592,yaransk,57.3033,47.8861,0.16,97,100,4.25,RU,1667875593
593,severo-yeniseyskiy,60.3725,93.0408,-9.1,93,100,2.83,RU,1667875883
594,anderson,34.5334,-82.6499,21.75,96,20,2.06,US,1667875883
595,chapais,49.7834,-74.8492,-2.12,81,100,7.9,CA,1667875884
596,luena,-11.7833,19.9167,17.39,99,100,1.28,AO,1667875884
597,elat,29.5581,34.9482,17.91,39,0,0.0,IL,1667875884
598,iquique,-20.2208,-70.1431,17.02,66,0,0.31,CL,1667875723
599,monroe,43.1501,-77.6831,9.42,62,0,4.12,US,1667875678
600,ler,8.3018,30.1418,24.01,68,100,0.53,SS,1667875595
